index,time,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20
2021208,2021-08-06,02,09,16,19,25,26,30,36,37,43,45,47,48,49,54,56,63,74,76,79
2021209,2021-08-07,02,03,09,10,11,14,16,26,31,32,40,46,51,53,55,67,71,75,77,78
2021210,2021-08-08,03,13,15,20,22,24,26,28,30,31,34,36,38,43,45,52,63,64,76,77
2021211,2021-08-09,04,09,13,27,28,29,31,34,38,39,48,52,57,62,66,68,71,74,76,80
2021212,2021-08-10,04,05,07,09,11,14,18,24,40,47,48,52,56,58,61,63,69,71,73,79
2021213,2021-08-11,08,09,13,15,16,20,24,26,30,41,43,45,49,51,54,60,63,66,73,77
2021214,2021-08-12,01,04,11,14,15,16,20,21,22,33,37,43,44,55,61,62,71,75,78,80
2021215,2021-08-13,02,03,10,11,13,19,23,24,27,30,33,47,50,52,56,59,69,72,77,78
2021216,2021-08-14,06,11,18,20,23,26,27,29,32,34,37,41,42,43,44,55,58,59,67,79
2021217,2021-08-15,01,05,08,12,15,18,19,27,28,29,30,31,41,46,51,55,69,72,73,75
2021218,2021-08-16,03,06,07,09,19,26,35,41,45,46,49,50,51,59,61,63,74,77,78,80
2021219,2021-08-17,01,03,11,16,30,32,33,35,36,38,46,48,50,53,59,60,66,70,71,77
2021220,2021-08-18,02,03,08,21,23,34,42,44,47,48,49,51,54,58,71,72,74,77,79,80
2021221,2021-08-19,04,07,09,10,13,16,20,21,22,24,33,37,41,45,48,49,59,60,65,69
2021222,2021-08-20,09,10,12,18,29,35,37,40,43,44,54,57,59,62,64,67,69,70,74,76
2021223,2021-08-21,02,06,08,10,11,17,20,25,27,29,39,44,46,49,51,54,55,72,78,79
2021224,2021-08-22,06,07,13,19,22,25,27,29,31,39,45,49,52,57,60,64,68,69,78,80
2021225,2021-08-23,06,11,14,17,25,26,30,36,37,41,53,62,64,65,66,67,68,70,73,76
2021226,2021-08-24,07,09,15,16,17,21,22,25,35,37,38,40,45,48,49,55,65,66,72,75
2021227,2021-08-25,01,09,17,21,23,24,25,27,36,44,46,62,64,68,71,73,75,77,78,79
2021228,2021-08-26,07,15,16,17,18,25,27,31,35,38,39,41,44,47,48,53,57,65,67,77
2021229,2021-08-27,05,06,14,15,23,25,35,36,45,46,51,52,61,62,63,64,66,71,72,75
2021230,2021-08-28,03,04,17,27,29,34,42,49,50,52,53,56,57,64,65,69,72,74,77,80
2021231,2021-08-29,01,05,06,09,10,11,12,14,15,16,23,33,42,50,54,58,69,71,73,80
2021232,2021-08-30,07,09,11,14,17,26,28,29,31,34,35,37,39,56,60,65,67,70,72,77
2021233,2021-08-31,03,04,05,08,14,23,26,29,32,48,50,55,57,62,64,65,68,69,70,74
2021234,2021-09-01,01,03,08,09,11,12,18,20,32,34,35,43,47,49,63,70,72,74,76,80
2021235,2021-09-02,02,05,06,12,19,20,26,28,33,39,51,58,62,65,70,71,74,76,77,78
2021236,2021-09-03,02,03,04,16,18,21,25,26,34,40,41,45,51,55,61,67,71,77,78,79
2021237,2021-09-04,02,04,07,11,27,30,33,35,38,43,49,52,53,58,64,69,71,72,78,79
2021238,2021-09-05,04,06,10,12,16,18,19,21,28,29,32,39,52,54,56,58,61,64,66,73
2021239,2021-09-06,04,10,14,21,22,24,33,35,37,39,44,45,49,50,64,70,72,73,74,80
2021240,2021-09-07,05,08,12,13,14,15,16,18,21,26,27,30,39,45,46,49,65,73,78,79
2021241,2021-09-08,03,05,09,14,16,29,36,43,44,45,46,47,48,53,59,63,67,69,70,77
2021242,2021-09-09,02,04,13,15,16,17,21,32,37,40,41,42,43,52,54,63,65,70,73,80
2021243,2021-09-10,08,09,10,14,15,21,31,32,39,41,46,52,53,56,58,68,70,73,74,76
2021244,2021-09-11,04,06,08,11,13,25,28,30,34,36,41,46,54,59,60,61,63,68,70,78
2021245,2021-09-12,02,06,07,10,11,22,25,26,33,35,40,42,53,56,62,64,68,69,70,79
2021246,2021-09-13,02,05,07,15,17,18,24,25,27,29,32,43,46,53,60,66,69,78,79,80
2021247,2021-09-14,12,15,16,23,24,26,31,35,36,37,38,53,62,63,65,67,70,73,74,75
2021248,2021-09-15,02,04,06,07,10,17,21,24,28,30,33,36,39,46,49,57,62,64,79,80
2021249,2021-09-16,01,03,08,13,15,16,21,25,31,33,34,37,40,43,45,58,63,68,69,72
2021250,2021-09-17,03,09,12,16,17,19,20,21,23,32,38,42,45,49,62,65,67,69,72,77
2021251,2021-09-18,03,07,08,12,14,17,23,24,26,30,31,32,37,42,46,49,51,56,59,75
2021252,2021-09-19,03,06,07,11,12,24,29,33,36,38,41,42,62,63,66,67,69,77,78,79
2021253,2021-09-20,02,07,10,14,15,17,23,26,27,28,44,45,48,50,54,58,68,70,75,77
2021254,2021-09-21,03,06,10,13,17,19,20,38,46,48,52,54,58,59,67,69,70,73,78,79
2021255,2021-09-22,02,09,15,16,26,29,34,37,38,40,41,47,48,50,53,55,56,57,66,80
2021256,2021-09-23,01,06,13,15,18,25,28,31,34,42,47,52,55,61,62,65,67,71,72,73
2021257,2021-09-24,02,05,17,26,27,30,31,32,40,42,45,49,57,63,64,66,69,76,78,79
2021258,2021-09-25,03,11,14,15,16,19,22,25,30,35,36,40,43,51,54,57,61,65,72,78
2021259,2021-09-26,03,05,12,19,26,30,32,36,37,40,45,46,48,50,64,67,68,71,73,80
2021260,2021-09-27,02,09,11,13,24,25,31,32,33,39,49,56,57,58,59,65,68,72,75,76
2021261,2021-09-28,05,13,17,23,25,29,35,36,38,43,47,54,55,57,60,64,66,68,70,74
2021262,2021-09-29,02,04,06,11,24,25,31,38,39,42,46,47,51,53,54,66,70,72,74,77
2021263,2021-09-30,04,05,06,18,30,32,34,35,39,40,41,42,43,48,51,53,55,56,68,78
2021264,2021-10-05,09,13,14,15,20,25,26,28,35,42,44,52,53,55,61,62,64,67,69,74
2021265,2021-10-06,07,17,18,19,23,37,45,46,50,58,59,62,64,65,68,69,73,77,78,80
2021266,2021-10-07,01,11,14,15,37,38,39,40,41,43,44,45,51,53,54,58,62,65,68,74
2021267,2021-10-08,03,07,09,14,16,20,22,28,31,33,34,36,37,46,50,62,63,67,70,80
2021268,2021-10-09,01,03,06,07,08,16,17,22,30,34,36,43,54,60,62,63,66,71,76,78
2021269,2021-10-10,01,15,24,25,28,35,38,40,44,49,51,53,62,65,67,71,74,75,76,79
2021270,2021-10-11,04,16,17,22,25,26,36,41,44,51,53,54,55,59,61,68,74,77,78,80
2021271,2021-10-12,01,04,07,08,11,19,21,23,32,36,44,45,54,57,63,67,69,70,72,75
2021272,2021-10-13,05,14,16,19,20,29,30,35,40,42,44,50,52,55,62,66,68,69,72,75
2021273,2021-10-14,03,08,16,17,18,19,22,28,36,38,39,54,55,57,59,62,72,74,79,80
2021274,2021-10-15,02,11,20,22,27,30,31,38,41,42,49,51,52,56,59,60,71,78,79,80
2021275,2021-10-16,02,07,09,15,18,30,35,38,39,40,45,50,65,66,67,73,76,78,79,80
2021276,2021-10-17,01,11,17,23,24,27,30,32,34,39,43,49,51,53,54,60,68,70,72,73
2021277,2021-10-18,08,09,17,21,23,25,26,27,29,31,33,34,35,38,41,54,60,65,68,75
2021278,2021-10-19,04,10,15,18,19,21,22,26,27,31,32,34,47,52,53,54,66,68,77,79
2021279,2021-10-20,01,03,06,10,13,16,22,30,33,35,38,41,45,47,56,63,67,71,73,79
2021280,2021-10-21,03,06,13,14,17,19,20,23,24,36,37,38,39,41,47,48,53,57,58,73
2021281,2021-10-22,03,07,08,18,22,25,27,31,32,33,37,38,46,53,56,57,64,68,71,72
2021282,2021-10-23,05,07,08,09,16,17,21,25,27,31,34,36,42,46,52,56,64,68,71,74
2021283,2021-10-24,01,02,07,09,11,14,28,30,34,35,36,45,50,57,65,66,67,73,74,76
2021284,2021-10-25,06,15,19,22,27,29,34,38,45,48,51,53,55,56,59,62,63,72,77,79
2021285,2021-10-26,01,03,04,12,17,19,26,41,43,45,58,60,61,62,66,67,68,77,78,80
2021286,2021-10-27,15,16,19,23,24,29,34,36,37,39,54,56,58,59,60,61,62,67,76,77
2021287,2021-10-28,01,06,07,11,12,36,39,41,42,51,52,54,55,56,58,64,68,69,73,76
2021288,2021-10-29,01,03,05,06,17,23,27,34,36,40,52,53,57,59,60,66,68,70,71,80
2021289,2021-10-30,05,11,13,15,24,39,42,43,45,47,50,51,57,58,62,66,72,73,74,80
2021290,2021-10-31,01,03,05,06,10,14,16,27,28,29,30,38,46,48,54,58,59,68,69,76
2021291,2021-11-01,05,07,10,11,31,32,34,39,43,44,45,46,47,51,52,56,60,66,69,79
2021292,2021-11-02,02,09,12,18,19,21,23,27,29,30,31,34,39,41,42,52,53,58,70,71
2021293,2021-11-03,07,09,10,16,17,23,26,28,30,36,39,48,52,60,62,63,64,68,74,78
2021294,2021-11-04,04,11,15,20,21,24,25,29,30,32,41,44,46,47,50,51,54,56,65,75
2021295,2021-11-05,02,05,07,10,13,16,17,29,34,35,41,43,44,46,47,54,57,64,68,80
2021296,2021-11-06,02,04,07,12,22,24,31,32,37,44,48,50,54,57,62,66,71,75,76,79
2021297,2021-11-07,06,10,11,12,17,18,34,38,43,47,49,53,54,59,61,66,69,71,73,77
2021298,2021-11-08,02,13,19,21,26,27,28,31,33,34,37,44,51,52,57,61,62,67,78,80
2021299,2021-11-09,05,07,14,15,18,19,28,34,36,37,43,46,50,55,56,58,69,71,72,75
2021300,2021-11-10,02,07,08,09,13,15,24,31,36,51,54,56,57,60,67,69,73,75,77,78
2021301,2021-11-11,06,09,12,14,16,17,21,26,29,30,31,34,35,49,50,59,60,66,67,72
2021302,2021-11-12,03,05,08,09,19,31,37,38,43,51,56,57,59,60,61,62,67,68,75,80
2021303,2021-11-13,05,06,08,13,17,20,21,27,34,37,41,50,60,61,65,66,67,69,74,75
2021304,2021-11-14,14,16,17,21,22,24,25,27,28,29,32,39,41,47,48,50,71,74,75,76
2021305,2021-11-15,02,04,07,08,26,30,32,33,45,48,53,54,55,62,63,65,67,73,77,78
2021306,2021-11-16,03,10,13,21,27,28,31,36,38,41,49,51,52,63,65,67,70,71,74,78
2021307,2021-11-17,02,04,08,10,12,28,31,35,36,38,41,48,50,51,57,59,63,66,75,78
2021308,2021-11-18,02,03,05,08,13,15,17,26,27,33,35,42,47,50,60,61,64,69,76,78
2021309,2021-11-19,04,05,06,14,16,21,22,34,35,36,44,49,50,58,60,61,69,72,73,76
2021310,2021-11-20,04,05,21,31,33,35,37,40,41,46,48,49,50,53,57,59,60,68,71,77
2021311,2021-11-21,11,12,15,20,24,27,28,32,41,50,52,54,64,68,69,70,71,77,78,79
2021312,2021-11-22,01,08,10,11,14,16,18,25,36,37,40,50,60,67,68,69,73,76,77,79
2021313,2021-11-23,01,02,06,12,13,15,16,19,25,29,45,49,50,53,55,60,64,68,69,79
2021314,2021-11-24,01,16,22,23,25,29,32,41,43,44,50,51,54,63,65,66,71,72,73,75
2021315,2021-11-25,05,14,15,28,29,31,35,39,48,57,59,60,61,63,64,67,72,75,78,80
2021316,2021-11-26,06,07,09,14,16,20,27,33,38,44,51,63,64,65,69,73,76,78,79,80
2021317,2021-11-27,11,12,13,14,16,17,21,23,25,27,39,43,51,53,56,61,62,63,66,73
2021318,2021-11-28,01,09,13,20,21,25,30,37,42,44,49,53,54,55,56,57,66,67,70,77
2021319,2021-11-29,03,04,12,16,17,20,23,34,40,45,48,49,51,56,64,73,75,77,78,80
2021320,2021-11-30,08,10,15,22,25,26,29,32,34,39,45,46,50,52,55,56,62,63,66,69
2021321,2021-12-01,08,12,24,27,30,33,34,35,37,40,43,44,56,57,60,67,69,72,73,79
2021322,2021-12-02,01,02,09,13,15,21,23,37,43,45,50,53,54,58,65,66,68,73,74,75
2021323,2021-12-03,02,07,08,13,26,27,28,34,42,52,53,54,55,56,59,60,62,66,67,72
2021324,2021-12-04,03,10,17,22,23,29,30,35,54,56,57,59,60,61,65,66,70,71,72,73
2021325,2021-12-05,01,02,10,16,27,32,42,43,44,47,52,55,56,58,60,64,65,66,68,77
2021326,2021-12-06,01,09,10,34,37,40,41,43,48,52,53,54,57,59,63,68,69,71,75,77
2021327,2021-12-07,02,03,06,07,12,13,19,23,26,28,30,35,37,43,44,47,54,70,73,74
2021328,2021-12-08,10,11,12,16,22,26,27,28,29,32,40,50,52,54,62,64,69,70,75,78
2021329,2021-12-09,05,12,15,17,25,26,29,30,38,42,49,53,56,58,59,62,64,71,74,77
2021330,2021-12-10,04,05,08,21,22,31,34,38,41,45,55,58,61,62,64,65,69,71,74,78
2021331,2021-12-11,04,05,10,12,13,18,21,23,27,38,41,48,49,55,56,57,59,69,70,71
2021332,2021-12-12,01,04,05,07,09,11,15,23,26,39,42,58,59,62,64,66,68,69,73,74
2021333,2021-12-13,02,03,04,09,18,20,23,28,42,46,47,50,51,52,56,59,62,63,70,72
2021334,2021-12-14,06,07,11,12,14,15,17,22,25,28,31,32,36,42,47,48,57,62,73,74
2021335,2021-12-15,04,09,13,15,16,18,20,29,35,41,43,44,47,52,54,59,61,65,71,72
2021336,2021-12-16,01,02,03,14,21,23,24,26,28,29,40,41,49,51,52,56,58,60,66,73
2021337,2021-12-17,04,13,16,19,21,24,25,27,31,33,36,37,45,53,56,60,62,65,71,79
2021338,2021-12-18,08,09,16,23,25,31,32,37,38,44,48,52,56,58,60,65,68,69,70,77
2021339,2021-12-19,01,04,08,16,19,23,27,29,30,39,44,46,49,62,64,65,67,70,75,77
2021340,2021-12-20,01,02,03,04,07,09,12,14,15,16,18,20,28,31,44,53,55,57,65,67
2021341,2021-12-21,02,03,08,14,16,28,32,34,38,39,44,46,48,54,57,67,71,73,74,80
2021342,2021-12-22,01,03,06,08,22,27,33,37,40,42,45,48,57,58,62,63,64,65,70,73
2021343,2021-12-23,13,15,21,25,30,32,35,43,45,46,48,54,55,60,62,63,66,67,77,78
2021344,2021-12-24,06,09,14,16,19,25,28,36,38,41,42,44,48,49,50,58,61,65,72,77
2021345,2021-12-25,05,06,07,10,11,20,22,24,31,35,38,40,50,52,60,63,66,72,74,75
2021346,2021-12-26,06,14,18,19,24,25,28,29,30,37,40,42,48,50,53,58,59,66,69,75
2021347,2021-12-27,07,15,18,23,24,26,31,34,40,41,43,50,51,52,54,55,60,69,71,77
2021348,2021-12-28,03,06,11,12,18,20,25,26,34,37,42,48,59,66,67,68,70,73,75,77
2021349,2021-12-29,04,06,19,23,29,30,33,42,44,45,47,53,56,60,63,64,71,72,76,79
2021350,2021-12-30,06,10,12,13,16,18,22,23,24,34,35,41,43,44,50,54,60,76,77,80
2021351,2021-12-31,05,07,11,13,14,15,18,23,27,29,33,34,36,37,45,48,60,67,70,75
2022001,2022-01-01,05,08,16,17,21,30,31,33,34,43,50,51,53,56,61,62,65,74,77,80
2022002,2022-01-02,02,04,13,18,21,22,25,43,50,52,54,55,57,63,65,66,68,74,75,78
2022003,2022-01-03,04,05,08,11,14,16,18,23,27,28,31,41,44,49,52,60,61,63,70,78
2022004,2022-01-04,11,13,19,21,23,30,32,34,35,36,42,45,54,55,58,60,67,72,74,76
2022005,2022-01-05,01,03,06,11,16,17,20,23,32,34,39,44,49,54,57,66,69,73,74,78
2022006,2022-01-06,04,07,13,14,15,25,27,30,32,33,35,40,42,44,45,52,56,57,59,61
2022007,2022-01-07,03,09,15,22,28,29,32,33,39,44,46,54,58,59,61,64,67,69,72,77
2022008,2022-01-08,03,05,08,13,20,21,29,30,32,36,39,40,54,55,56,61,63,67,70,80
2022009,2022-01-09,03,04,10,12,13,15,18,24,33,44,45,52,55,57,60,61,62,67,70,75
2022010,2022-01-10,03,07,12,21,24,25,29,38,44,47,48,49,52,54,61,69,73,77,78,80
2022011,2022-01-11,03,06,07,08,13,15,17,18,21,28,37,41,47,48,50,61,67,69,70,77
2022012,2022-01-12,05,07,10,16,23,25,28,29,30,35,45,50,51,54,55,58,61,62,63,69
2022013,2022-01-13,04,05,14,21,24,25,26,29,33,35,39,40,41,50,55,59,65,70,78,80
2022014,2022-01-14,07,08,10,12,14,17,18,24,39,40,42,43,55,65,66,67,68,71,72,73
2022015,2022-01-15,06,09,18,19,21,24,26,28,29,51,55,56,57,58,62,63,65,68,71,76
2022016,2022-01-16,01,04,05,07,08,11,12,17,18,22,28,44,53,54,56,62,64,74,77,80
2022017,2022-01-17,17,19,22,23,24,36,39,40,41,45,49,51,53,59,60,63,68,72,73,77
2022018,2022-01-18,02,03,12,15,18,19,24,30,37,44,48,50,51,53,54,55,56,60,67,68
2022019,2022-01-19,02,03,05,07,14,15,16,28,33,38,39,46,48,62,65,66,67,70,77,80
2022020,2022-01-20,10,12,17,30,32,34,43,46,47,49,50,55,56,61,63,67,68,70,73,80
2022021,2022-01-21,03,04,06,07,12,16,25,28,31,35,37,38,49,50,51,60,65,72,76,79
2022022,2022-01-22,02,05,11,16,36,37,38,40,42,50,51,58,59,61,65,67,74,75,78,79
2022023,2022-01-23,01,04,05,08,12,15,22,29,32,35,44,49,51,52,59,60,64,71,78,79
2022024,2022-01-24,01,03,07,09,10,21,27,37,38,44,49,59,62,64,66,72,73,75,78,79
2022025,2022-01-25,01,05,12,13,16,18,21,40,41,44,47,48,50,54,55,59,64,66,68,77
2022026,2022-01-26,05,09,10,14,16,24,25,30,32,45,49,54,59,60,62,66,67,71,75,78
2022027,2022-01-27,05,09,12,15,16,17,31,32,43,44,47,51,52,53,62,67,69,70,73,75
2022028,2022-01-28,02,03,05,08,09,12,16,27,36,41,42,44,45,47,48,62,76,77,78,80
2022029,2022-02-08,02,09,16,24,30,34,35,42,45,51,54,62,63,65,67,72,73,77,79,80
2022030,2022-02-09,03,11,12,18,26,27,30,32,39,40,43,44,45,46,52,55,56,57,62,65
2022031,2022-02-10,03,04,05,07,08,21,36,37,44,49,50,51,52,55,56,59,60,61,62,65
2022032,2022-02-11,03,06,10,20,22,23,25,28,33,35,39,47,56,60,64,66,68,69,75,79
2022033,2022-02-12,02,04,08,14,17,19,24,32,37,39,49,50,53,56,57,61,62,68,72,78
2022034,2022-02-13,03,07,11,12,13,14,15,20,29,33,41,43,46,49,52,54,55,68,79,80
2022035,2022-02-14,10,26,31,34,36,39,40,41,44,45,47,50,52,55,56,58,61,62,68,78
2022036,2022-02-15,01,02,06,10,13,16,17,18,23,28,29,37,50,53,54,58,64,70,73,74
2022037,2022-02-16,07,10,11,12,13,15,37,40,42,45,47,51,55,56,57,64,69,72,74,76
2022038,2022-02-17,03,08,09,12,22,24,25,28,32,33,35,40,52,53,60,62,66,69,70,78
2022039,2022-02-18,02,04,12,14,15,20,22,28,31,37,41,45,49,55,64,66,74,77,79,80
2022040,2022-02-19,01,03,10,14,17,21,27,32,47,48,53,56,57,61,63,67,69,73,78,79
2022041,2022-02-20,01,06,19,21,43,44,46,48,49,51,54,59,61,62,63,66,69,75,76,78
2022042,2022-02-21,15,16,17,21,24,35,38,40,41,49,51,56,57,61,62,65,67,72,75,79
2022043,2022-02-22,03,15,16,20,23,25,27,29,35,37,43,51,53,54,61,63,64,71,75,77
2022044,2022-02-23,03,04,05,08,10,14,22,27,32,37,45,50,52,53,54,55,59,60,61,77
2022045,2022-02-24,04,09,10,15,18,19,23,30,34,38,41,46,50,51,56,58,66,69,71,74
2022046,2022-02-25,10,12,15,18,19,21,23,27,31,40,42,48,52,57,61,65,72,74,79,80
2022047,2022-02-26,03,04,08,12,21,22,27,29,33,36,41,48,53,54,56,66,67,71,72,78
2022048,2022-02-27,02,08,16,17,21,24,28,34,35,37,41,49,50,53,59,61,65,69,73,78
2022049,2022-02-28,03,06,07,14,23,24,26,38,48,49,50,53,54,59,62,63,65,72,76,80
2022050,2022-03-01,04,07,15,23,27,28,31,34,36,45,48,55,59,61,62,63,71,72,75,78
2022051,2022-03-02,03,05,06,21,23,24,28,29,32,43,44,45,49,53,57,58,72,73,76,78
2022052,2022-03-03,03,06,07,12,14,16,19,24,38,44,51,54,55,62,65,68,71,77,79,80
2022053,2022-03-04,01,03,09,13,14,21,22,25,30,37,38,39,49,50,54,58,63,65,68,78
2022054,2022-03-05,03,04,08,12,15,16,19,20,31,36,44,48,50,51,54,59,65,73,76,77
2022055,2022-03-06,01,06,17,19,32,36,37,39,46,48,50,52,53,55,63,65,66,70,74,75
2022056,2022-03-07,02,04,09,11,13,17,19,23,29,30,34,37,38,43,47,51,69,77,79,80
2022057,2022-03-08,08,12,17,19,20,24,28,34,38,41,45,52,56,57,60,64,66,69,71,75
2022058,2022-03-09,01,03,04,05,06,10,12,18,20,21,27,33,42,49,52,68,72,73,75,77
2022059,2022-03-10,01,04,12,13,19,28,30,34,35,37,39,42,46,49,55,61,64,67,68,79
2022060,2022-03-11,02,06,11,14,17,26,28,29,30,38,40,41,42,43,51,52,56,68,70,77
2022061,2022-03-12,02,10,13,14,20,28,30,32,36,37,38,41,46,52,58,62,69,74,77,80
2022062,2022-03-13,02,12,15,20,21,24,25,26,27,30,39,42,50,53,64,67,71,73,74,77
2022063,2022-03-14,09,10,17,20,21,24,25,34,35,41,42,45,50,51,53,59,64,67,73,80
2022064,2022-03-15,01,05,07,16,18,20,21,31,34,36,46,49,51,54,60,64,66,69,73,75
2022065,2022-03-16,02,04,11,12,13,17,20,26,28,35,37,48,53,58,59,61,69,71,72,79
2022066,2022-03-17,08,11,21,23,25,26,29,30,34,38,39,41,47,48,50,52,55,57,62,69
2022067,2022-03-18,02,04,07,08,14,19,20,28,33,34,35,40,50,52,64,68,71,72,75,77
2022068,2022-03-19,03,10,14,18,20,24,28,34,42,43,46,47,49,50,54,55,62,69,71,77
2022069,2022-03-20,03,12,18,26,29,31,36,44,45,46,49,58,59,62,65,68,69,70,71,78
2022070,2022-03-21,03,07,09,16,19,24,26,27,29,32,41,42,44,48,52,53,54,60,64,75
2022071,2022-03-22,14,18,21,22,27,34,38,42,43,44,48,52,53,54,60,68,69,70,74,75
2022072,2022-03-23,03,05,08,15,16,18,25,26,27,32,41,46,53,57,59,60,63,64,66,75
2022073,2022-03-24,05,07,10,11,12,14,23,24,32,42,46,47,50,59,60,61,63,74,77,78
2022074,2022-03-25,02,23,25,26,27,29,31,36,37,40,41,46,48,56,61,62,64,65,67,71
2022075,2022-03-26,05,06,11,12,18,21,25,26,32,33,36,37,45,48,51,52,54,65,75,79
2022076,2022-03-27,01,08,12,25,26,27,28,29,31,34,36,47,54,59,60,64,67,70,73,78
2022077,2022-03-28,01,02,03,09,19,23,30,32,34,37,41,45,48,49,54,58,64,69,75,78
2022078,2022-03-29,01,05,08,17,18,21,23,24,25,31,34,37,41,53,62,63,66,69,77,78
2022079,2022-03-30,01,11,17,18,21,23,26,34,36,47,50,51,53,56,61,63,64,71,72,78
2022080,2022-03-31,01,04,17,24,27,28,36,38,39,40,43,44,47,48,51,52,54,63,67,71
2022081,2022-04-01,03,09,10,15,25,30,35,36,37,40,41,43,44,52,54,68,70,74,75,80
2022082,2022-04-02,04,11,14,20,23,30,32,34,36,40,41,49,52,53,57,59,60,64,69,78
2022083,2022-04-03,06,07,10,11,13,15,21,24,36,38,39,43,44,55,59,62,67,71,76,78
2022084,2022-04-04,01,07,08,12,13,14,17,22,29,43,47,50,52,56,57,60,65,66,73,75
2022085,2022-04-05,02,03,19,33,43,46,47,52,57,59,60,64,67,69,71,73,76,77,78,80
2022086,2022-04-06,06,07,08,11,12,14,26,33,36,40,42,45,47,49,50,53,57,62,66,67
2022087,2022-04-07,07,09,10,13,18,19,20,22,31,34,44,51,52,54,59,73,74,76,78,79
2022088,2022-04-08,01,12,13,14,15,16,17,28,30,39,43,54,55,58,59,66,71,74,75,76
2022089,2022-04-09,03,10,14,23,25,31,34,46,48,52,55,57,58,61,64,71,74,76,79,80
2022090,2022-04-10,05,14,15,16,20,26,31,34,35,36,40,52,54,57,58,60,65,71,72,79
2022091,2022-04-11,05,07,16,17,18,19,29,31,32,39,41,45,46,48,52,57,63,70,72,79
2022092,2022-04-12,07,11,14,16,21,24,26,29,31,36,41,42,44,50,51,59,64,76,77,79
2022093,2022-04-13,01,04,06,10,15,19,25,37,39,43,47,48,52,54,62,63,67,69,71,77
2022094,2022-04-14,07,09,11,17,23,24,28,38,39,41,42,44,51,55,68,70,71,73,77,80
2022095,2022-04-15,01,05,08,10,14,26,27,29,32,47,48,50,57,58,61,65,66,68,71,73
2022096,2022-04-16,05,15,16,19,20,22,27,33,34,35,36,39,42,43,46,49,67,69,75,79
2022097,2022-04-17,01,06,16,24,25,30,36,37,39,41,45,46,48,53,62,65,70,77,78,79
2022098,2022-04-18,19,21,23,25,26,41,42,47,49,52,53,55,63,64,66,71,73,77,78,79
2022099,2022-04-19,01,03,04,05,08,10,19,26,31,37,38,47,51,55,62,64,66,70,74,80
2022100,2022-04-20,05,10,14,21,24,27,30,33,42,43,44,46,49,52,53,60,66,77,78,79
2022101,2022-04-21,01,02,05,12,17,19,25,27,30,32,36,38,40,49,50,65,68,69,77,80
2022102,2022-04-22,02,05,07,10,13,18,19,20,25,32,36,52,53,54,64,66,68,74,76,80
2022103,2022-04-23,01,03,10,17,19,21,26,27,32,36,39,41,53,56,67,69,72,75,76,78
2022104,2022-04-24,03,05,07,08,09,14,18,19,24,26,27,41,53,56,57,59,63,66,73,75
2022105,2022-04-25,01,06,09,10,12,28,30,37,43,45,59,60,61,63,66,67,68,70,77,79
2022106,2022-04-26,14,17,18,23,30,31,37,40,42,48,49,52,53,55,57,60,64,76,77,80
2022107,2022-04-27,01,02,05,07,09,21,22,23,27,29,30,35,47,48,60,61,68,76,78,80
2022108,2022-04-28,01,02,06,08,16,17,22,24,26,34,36,40,42,43,52,53,58,67,71,76
2022109,2022-04-29,03,06,13,14,16,23,27,28,34,42,44,46,47,53,54,61,62,72,77,79
2022110,2022-04-30,04,09,10,17,19,21,23,24,32,34,35,38,39,40,52,53,54,66,68,76
2022111,2022-05-01,04,06,07,15,18,26,29,36,43,45,46,50,62,64,66,68,70,74,76,78
2022112,2022-05-02,05,08,11,19,32,36,37,38,40,42,43,50,56,61,62,63,64,70,71,77
2022113,2022-05-03,03,08,10,12,16,17,18,24,28,31,35,38,40,48,54,56,65,68,70,73
2022114,2022-05-04,05,08,13,15,17,20,30,32,36,43,49,51,52,56,59,60,66,68,76,80
2022115,2022-05-05,02,04,06,08,10,12,15,20,21,24,30,41,47,48,50,58,62,68,71,79
2022116,2022-05-06,01,02,06,12,13,18,37,40,44,48,49,51,59,61,65,66,73,76,78,79
2022117,2022-05-07,02,03,12,14,17,18,27,31,32,36,37,45,51,52,53,61,70,71,73,77
2022118,2022-05-08,04,07,08,12,16,19,27,28,37,38,40,41,46,51,52,53,60,65,70,78
2022119,2022-05-09,05,06,10,13,14,15,16,24,27,32,35,37,39,46,50,55,60,64,72,80
2022120,2022-05-10,02,10,18,20,23,25,26,30,37,38,40,41,43,57,62,63,70,75,76,77
2022121,2022-05-11,01,04,07,13,15,19,22,26,30,32,33,39,40,56,62,64,71,72,75,78
2022122,2022-05-12,02,04,11,12,13,15,24,28,37,43,51,53,55,57,65,70,71,73,74,78
2022123,2022-05-13,14,17,23,26,28,32,33,34,37,46,49,58,60,64,68,71,72,73,74,79
2022124,2022-05-14,03,10,17,18,19,20,31,33,38,46,52,53,54,55,59,60,65,66,79,80
2022125,2022-05-15,03,06,11,15,16,23,27,29,30,39,42,44,57,66,72,75,76,78,79,80
2022126,2022-05-16,02,04,06,10,13,22,26,31,41,49,51,59,62,64,66,70,71,73,76,79
2022127,2022-05-17,03,05,13,23,28,32,35,36,37,40,53,62,63,66,72,73,74,76,77,79
2022128,2022-05-18,02,03,08,10,11,14,16,17,19,21,35,36,40,47,52,58,63,65,67,76
2022129,2022-05-19,05,08,10,11,17,18,23,24,31,32,36,41,48,49,65,66,71,74,77,79
